event,series,ticker,title,yes_bid,yes_ask,last_price,volume,open_interest,status,close_time,pulled_at
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBSMOORE23-3,Skyy Moore: 3+ receptions,0.1200,0.1900,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-7,Drake London: 7+ receptions,0.3000,0.3100,0.3200,1285.03,1285.03,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-7,Matthew Golden: 7+ receptions,0.1500,0.1800,0.1600,73.48,73.48,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-9,Bijan Robinson: 9+ receptions,0.0600,0.0900,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-7,Bijan Robinson: 7+ receptions,0.2100,0.2300,0.2500,340.59,340.59,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-9,Drake London: 9+ receptions,0.1200,0.1300,0.1300,502.72,489.04,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMLLOYD32-3,MarShawn Lloyd: 3+ receptions,0.1300,0.1600,0.1400,2.02,2.02,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBJSMITH18-2,Jonnu Smith: 2+ receptions,0.3700,0.3800,0.3600,263.11,251.40,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLOZACCHEAUS14-2,Olamide Zaccheaus: 2+ receptions,0.3800,0.4000,0.4000,2484.59,2484.59,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCBROOKS30-3,Chris Brooks: 3+ receptions,0.1600,0.2100,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBJSMITH18-4,Jonnu Smith: 4+ receptions,0.0500,0.0800,0.0800,60.00,60.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMLLOYD32-1,MarShawn Lloyd: 1+ receptions,0.6500,0.6800,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-10,Matthew Golden: 10+ receptions,0.0100,0.0400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-8,Kyle Pitts Sr.: 8+ receptions,0.0400,0.0700,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-3,Christian Watson: 3+ receptions,0.8000,0.8400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-6,Tucker Kraft: 6+ receptions,0.1900,0.2300,0.2300,594.30,594.30,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-5,Christian Watson: 5+ receptions,0.5500,0.5600,0.5600,24600.60,24548.85,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-8,Matthew Golden: 8+ receptions,0.0400,0.1000,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-4,Matthew Golden: 4+ receptions,0.6300,0.6500,0.6600,210.58,210.58,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-4,Tucker Kraft: 4+ receptions,0.5600,0.5700,0.5700,438.56,438.56,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBSMOORE23-2,Skyy Moore: 2+ receptions,0.3800,0.4000,0.4000,207.31,207.31,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMLLOYD32-2,MarShawn Lloyd: 2+ receptions,0.3400,0.3600,0.3400,303.32,303.32,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-9,Kyle Pitts Sr.: 9+ receptions,0.0200,0.0500,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-9,Christian Watson: 9+ receptions,0.0500,0.0700,0.0900,336.13,326.04,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-10,Bijan Robinson: 10+ receptions,0.0300,0.0600,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-6,Bijan Robinson: 6+ receptions,0.3400,0.3700,0.3300,488.50,473.50,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLJDOTSON4-4,Jahan Dotson: 4+ receptions,0.1200,0.1500,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLJDOTSON4-5,Jahan Dotson: 5+ receptions,0.0300,0.0700,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLJDOTSON4-6,Jahan Dotson: 6+ receptions,0.0200,0.0400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-10,Drake London: 10+ receptions,0.0500,0.0600,0.0700,841.40,826.31,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-10,Christian Watson: 10+ receptions,0.0200,0.0500,0.0600,20.32,20.32,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-7,Tucker Kraft: 7+ receptions,0.0900,0.1400,0.1400,29.30,29.30,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-8,Tucker Kraft: 8+ receptions,0.0400,0.0800,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-5,Tucker Kraft: 5+ receptions,0.3700,0.3800,0.3700,1073.28,974.66,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-8,Drake London: 8+ receptions,0.2000,0.2100,0.2100,818.88,818.88,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-6,Kyle Pitts Sr.: 6+ receptions,0.2100,0.2200,0.1600,7.00,7.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-4,Drake London: 4+ receptions,0.7500,0.7700,0.7700,63.92,63.92,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-7,Kyle Pitts Sr.: 7+ receptions,0.0900,0.1200,0.1200,25.00,25.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-6,Drake London: 6+ receptions,0.4500,0.4600,0.4600,11625.39,11542.41,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-3,Kyle Pitts Sr.: 3+ receptions,0.7100,0.7500,0.7100,123.12,114.92,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-8,Christian Watson: 8+ receptions,0.1200,0.1400,0.1500,198.49,198.49,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCBROOKS30-2,Chris Brooks: 2+ receptions,0.4000,0.4300,0.4000,99.42,66.12,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-8,Bijan Robinson: 8+ receptions,0.1300,0.1500,0.1200,135.75,135.75,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-4,Kyle Pitts Sr.: 4+ receptions,0.5400,0.5500,0.5400,22401.95,21755.57,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-4,Christian Watson: 4+ receptions,0.7200,0.7300,0.7300,381.43,381.43,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-3,Tucker Kraft: 3+ receptions,0.7000,0.7500,0.7600,111.82,110.82,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-2,Matthew Golden: 2+ receptions,0.8600,0.9300,0.9100,29.68,29.68,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLKPITTS8-2,Kyle Pitts Sr.: 2+ receptions,0.8600,0.8800,0.8500,11.26,5.63,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-3,Matthew Golden: 3+ receptions,0.7800,0.8100,0.7900,89.93,42.33,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBJSMITH18-3,Jonnu Smith: 3+ receptions,0.1200,0.1900,0.1900,73.47,73.47,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLOZACCHEAUS14-3,Olamide Zaccheaus: 3+ receptions,0.1400,0.1700,0.1800,38.86,38.86,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-3,Drake London: 3+ receptions,0.8700,0.8900,0.8800,176.06,154.94,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLBROBINSON7-3,Bijan Robinson: 3+ receptions,0.8200,0.8300,0.8400,52.47,45.47,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-2,Tucker Kraft: 2+ receptions,0.8400,0.8900,0.9200,48.71,48.71,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-10,Tucker Kraft: 10+ receptions,0.0100,0.0400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-ATLDLONDON5-11,Drake London: 11+ receptions,0.0200,0.0500,0.0600,3.90,3.90,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBMGOLDEN0-9,Matthew Golden: 9+ receptions,0.0300,0.0600,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBTKRAFT85-9,Tucker Kraft: 9+ receptions,0.0200,0.0500,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLREC-26SEP24ATLGB,KXNFLREC,KXNFLREC-26SEP24ATLGB-GBCWATSON9-11,Christian Watson: 11+ receptions,0.0100,0.0400,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-130,Christian Watson: 130+ receiving yards,0.1000,0.1300,0.1200,8744.34,8744.34,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLDLONDON5-50,Drake London: 50+ receiving yards,0.6400,0.6500,0.6500,335.85,335.85,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-80,Christian Watson: 80+ receiving yards,0.3500,0.3800,0.3800,2225.89,2217.42,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-150,Christian Watson: 150+ receiving yards,0.0400,0.0500,0.0700,148.69,148.69,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLJDOTSON4-15,Jahan Dotson: 15+ receiving yards,0.5800,0.5900,0.5900,239.47,239.47,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLKPITTS8-25,Kyle Pitts Sr.: 25+ receiving yards,0.6700,0.7000,0.7000,1703.79,1647.59,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLBROBINSON7-90,Bijan Robinson: 90+ receiving yards,0.0600,0.0700,0.0900,20.89,20.89,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBJSMITH18-50,Jonnu Smith: 50+ receiving yards,0.0200,0.0500,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-60,Christian Watson: 60+ receiving yards,0.5600,0.5700,0.5700,1106.57,1099.77,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBTKRAFT85-110,Tucker Kraft: 110+ receiving yards,0.0400,0.0600,0.0600,174.80,154.42,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBJSMITH18-40,Jonnu Smith: 40+ receiving yards,0.0200,0.0800,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLJDOTSON4-70,Jahan Dotson: 70+ receiving yards,0.0200,0.0500,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-90,Christian Watson: 90+ receiving yards,0.2900,0.3000,0.3000,2579.23,2579.23,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLOZACCHEAUS14-50,Olamide Zaccheaus: 50+ receiving yards,0.0200,0.0700,0.0000,0.00,0.00,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLKPITTS8-50,Kyle Pitts Sr.: 50+ receiving yards,0.3100,0.3200,0.3200,7142.90,7142.90,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCBROOKS30-25,Chris Brooks: 25+ receiving yards,0.1200,0.1500,0.1600,2171.01,2171.01,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLDLONDON5-120,Drake London: 120+ receiving yards,0.0900,0.1300,0.1200,2197.60,2197.60,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBMGOLDEN0-50,Matthew Golden: 50+ receiving yards,0.5400,0.5500,0.5500,8113.00,8112.95,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-100,Christian Watson: 100+ receiving yards,0.2100,0.2300,0.2300,3790.50,3776.27,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBSMOORE23-10,Skyy Moore: 10+ receiving yards,0.4800,0.5100,0.5000,730.52,730.52,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBMLLOYD32-25,MarShawn Lloyd: 25+ receiving yards,0.1100,0.1200,0.1000,9576.44,9576.44,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLJDOTSON4-40,Jahan Dotson: 40+ receiving yards,0.1800,0.2000,0.2000,303.21,303.21,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCBROOKS30-15,Chris Brooks: 15+ receiving yards,0.2700,0.2800,0.2800,187.45,154.60,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLBROBINSON7-60,Bijan Robinson: 60+ receiving yards,0.2500,0.2700,0.2600,714.26,714.26,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-ATLDLONDON5-110,Drake London: 110+ receiving yards,0.1500,0.1600,0.1600,5554.31,5531.05,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
KXNFLRECYDS-26SEP24ATLGB,KXNFLRECYDS,KXNFLRECYDS-26SEP24ATLGB-GBCWATSON9-40,Christian Watson: 40+ receiving yards,0.7500,0.7800,0.7800,458.62,456.62,active,2026-09-27T00:15:00Z,2026-09-23T20:15:03+00:00
