player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Jawon Chisholm,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isiah Pacheco,DET,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kairee Robinson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titus Swen,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushawn Baker,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarik Cohen,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senorise Perry,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenden Knox,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Wimann,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hyde,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Killins,DEN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeaMonte Trayanum,NYJ,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Wilson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nico Evans,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deion Hankins,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martez Carter,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Stanton,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben VanSumeren,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devine Ozigbo,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Burns,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devontae Booker,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Mitchell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
