player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Clayton Thorson,NYG,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Gordon,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitch Leidner,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenji Bahar,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Perkins,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurtis Rourke,SF,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Leary,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Coker,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Terrell,BAL,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sawyer Robertson,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Finley,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Lance,LAC,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Hill,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Webb,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Olson,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Rypien,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan O'Connell,LV,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holton Ahlers,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Dobbs,DET,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Richardson,IND,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stetson Bennett,LAR,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dresser Winn,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Testaverde,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Carr,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole McDonald,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustin Crum,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Sudfeld,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Buechele,BUF,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Howard,PIT,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy DeVito,NE,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hajj-Malik Williams,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Pavia,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colt McCoy,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eli Jenkins,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Bazelak,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Allen,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Brosmer,MIN,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Fitzgerald,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Kessler,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Kelly,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Leonard,IND,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Sims,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casey Bauman,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Daniel,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Rhys Plumlee,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.J. McCarthy,MIN,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Ferguson,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Newton,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Grier,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.J. Costello,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roland Rivers,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxson Dart,NYG,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Corral,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Trubisky,TEN,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedon Slovis,GB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Sanders,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Tune,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
