player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Salvon Ahmed,CHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Shampklin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Rose,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le'Veon Bell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendre Miller,NO,RB,LV,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Guerendo,SF,RB,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,WR,WAS,21.78,,,,,,,,,0.48,2.39,0.01,0.24,6.67,9.28,103.44,0.74,10.34,0.03,,,,,,,
Amon-Ra St. Brown,DET,WR,NYJ,19.45,,,,,,,,,0.28,1.59,0.01,0.16,6.61,9.51,83.01,0.72,8.3,0.03,,,,,,,
Chris Olave,NO,WR,LV,17.82,,,,,,,,,0.05,0.19,0.0,0.02,5.71,8.82,79.47,0.69,7.95,0.02,,,,,,,
CeeDee Lamb,DAL,WR,BAL,17.44,,,,,,,,,0.4,2.01,0.02,0.2,6.1,9.12,85.17,0.42,8.52,0.03,,,,,,,
Puka Nacua,LAR,WR,DEN,17.31,,,,,,,,,0.44,2.83,0.02,0.28,6.02,9.03,82.46,0.44,8.25,0.03,,,,,,,
Ja'Marr Chase,CIN,WR,PIT,17.25,,,,,,,,,0.28,1.02,0.01,0.1,5.91,8.87,75.98,0.6,7.6,0.03,,,,,,,
Zay Flowers,BAL,WR,DAL,16.96,,,,,,,,,0.2,1.25,0.01,0.12,5.1,6.79,84.37,0.53,8.44,0.02,,,,,,,
Justin Jefferson,MIN,WR,TB,16.75,,,,,,,,,0.14,0.48,0.01,0.05,5.78,8.71,78.22,0.51,7.82,0.02,,,,,,,
DeVonta Smith,PHI,WR,CHI,15.74,,,,,,,,,0.05,0.22,0.0,0.02,5.47,8.0,77.31,0.42,7.73,0.02,,,,,,,
Christian Watson,GB,WR,ATL,15.69,,,,,,,,,0.25,1.36,0.01,0.14,3.92,7.22,69.28,0.77,6.93,0.02,,,,,,,
Parker Washington,JAX,WR,NE,15.05,,,,,,,,,0.5,1.4,0.01,0.14,4.94,7.67,73.22,0.43,7.32,0.02,,,,,,,
George Pickens,DAL,WR,BAL,14.96,,,,,,,,,0.05,0.21,0.0,0.02,5.09,7.72,78.5,0.33,7.85,0.02,,,,,,,
Garrett Wilson,NYJ,WR,DET,14.96,,,,,,,,,0.27,1.04,0.01,0.1,5.29,8.71,65.1,0.5,6.51,0.02,,,,,,,
Nico Collins,HOU,WR,IND,14.56,,,,,,,,,0.23,1.06,0.01,0.11,4.58,7.29,74.73,0.39,7.47,0.02,,,,,,,
Jalen Coker,CAR,WR,CLE,14.46,,,,,,,,,0.08,0.36,0.0,0.04,5.06,7.01,62.8,0.51,6.28,0.02,,,,,,,
Malik Nabers,NYG,WR,TEN,14.14,,,,,,,,,0.17,0.59,0.01,0.06,4.93,8.47,70.77,0.34,7.08,0.02,,,,,,,
Tetairoa McMillan,CAR,WR,CLE,13.96,,,,,,,,,0.08,0.36,0.0,0.04,4.54,8.62,70.86,0.38,7.09,0.02,,,,,,,
Tee Higgins,CIN,WR,PIT,13.94,,,,,,,,,0.06,0.25,0.0,0.03,4.18,6.96,65.94,0.52,6.59,0.02,,,,,,,
Ladd McConkey,LAC,WR,BUF,13.72,,,,,,,,,0.1,0.5,0.0,0.05,4.84,7.94,65.14,0.38,6.51,0.02,,,,,,,
Mike Evans,SF,WR,ARI,13.56,,,,,,,,,,,,,4.1,6.86,59.9,0.57,5.99,0.02,,,,,,,
Drake London,ATL,WR,GB,13.4,,,,,,,,,0.06,0.22,0.0,0.02,4.66,7.89,61.91,0.42,6.19,0.02,,,,,,,
Jaylen Waddle,DEN,WR,LAR,13.29,,,,,,,,,0.22,1.19,0.01,0.12,4.67,7.29,64.65,0.33,6.47,0.02,,,,,,,
Jameson Williams,DET,WR,NYJ,12.58,,,,,,,,,0.61,3.29,0.02,0.33,3.69,6.22,61.88,0.37,6.19,0.02,,,,,,,
Davante Adams,LAR,WR,DEN,12.58,,,,,,,,,,,,,4.37,9.0,56.69,0.42,5.67,0.02,,,,,,,
