player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Reggie Bonnafon,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abram Smith,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javian Hawkins,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen White,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler McCloskey,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Develin,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Castle,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaden Shirden,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Chavon Hayes,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tra Carson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toa Taua,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.J. Emmons,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Jay Henderson,NYJ,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zavier Scott,CHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Jones,ATL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Miller,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
