player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Corey Clement,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godwin Igwebuike,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Dotson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Jackson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Reid,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Collier,LV,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJ Smith,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty'Son Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawhar Jordan,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamir White,NO,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShunDerrick Powell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mims,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Fournette,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordon Vaughn,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Johnson,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Howland,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamryn Pettway,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dontae Strickland,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevorian Barnes,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Cooper,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Abanikanda,DAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artavis Pierce,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Lewis,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadarius Calloway,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Logan,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tayon Fleet-Davis,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke McNitt,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Turbin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shermari Jones,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Anderson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Brown,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sone Ntoh,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
